Record_ID,Company,Date,Month,Month_Name,Quarter,Year,Department,Region,Business_Unit,Project_Type,Client_Segment,Employees_Assigned,Hourly_Rate_EUR,Revenue,Visible_Cost,Gross_Margin,Delay_Hours,Rework_Hours,Meeting_Hours,Overtime_Hours,Idle_Hours,Incidents,SLA_Breaches,Manual_Tasks,Automation_Level,Customer_Satisfaction,Employee_Satisfaction,Productivity_Score,Delay_Cost,Rework_Cost,Meeting_Cost,Overtime_Cost,Idle_Cost,Incident_Cost,SLA_Breach_Cost,Manual_Process_Cost,Hidden_Cost,Profit_After_Hidden_Cost,Hidden_Cost_Rate,Risk_Level
OT-00178,OrionTech,2025-03-20,3,Mar,Q1,2025,Sales,Spain,Cloud & Data,Transformation,Mid-Market,36,45.17,15962.06,9749.62,6212.44,5.6,4.7,13.2,2.5,2.9,1,1,23,75.2,77.2,68.4,81.1,341.49,254.76,3863.66,169.39,111.34,356.81,302.37,141.71,5541.53,670.91,0.3472,High
OT-03885,OrionTech,2025-03-20,3,Mar,Q1,2025,Customer Support,LATAM,Cybersecurity,Support,Mid-Market,10,41.44,19444.48,9442.64,10001.84,10.0,1.4,10.6,6.1,4.2,6,3,54,35.0,69.5,69.2,80.3,559.44,69.62,790.68,379.18,147.94,2614.15,1725.58,800.0,7086.59,2915.25,0.3645,High
OT-03322,OrionTech,2025-03-20,3,Mar,Q1,2025,IT,Europe,Telecom Platforms,Support,Enterprise,48,54.3,21346.67,18214.75,3131.92,4.2,15.8,11.7,7.0,2.0,6,1,16,77.5,74.5,66.2,63.8,307.88,1029.53,5489.08,570.15,92.31,3687.51,459.68,107.51,11743.65,-8611.73,0.5501,High
OT-04143,OrionTech,2025-03-21,3,Mar,Q1,2025,Controlling,Europe,Cloud & Data,Transformation,SME,20,60.1,18230.81,9780.63,8450.18,3.1,0.9,12.4,4.9,1.7,1,1,12,46.8,83.7,69.6,94.5,251.52,64.91,2682.86,441.74,86.84,333.99,408.43,211.02,4481.31,3968.87,0.2458,High
OT-03271,OrionTech,2025-03-21,3,Mar,Q1,2025,Marketing,Europe,Digital Services,Commercial Growth,Mid-Market,28,49.27,31485.96,21839.3,9646.66,6.0,8.5,3.7,10.4,7.2,1,1,20,34.1,87.5,65.6,71.6,399.09,502.55,918.79,768.61,301.53,339.15,256.71,357.16,3843.59,5803.07,0.1221,Medium
OT-00350,OrionTech,2025-03-21,3,Mar,Q1,2025,IT,Spain,Cybersecurity,Support,SME,11,56.7,33694.85,19974.77,13720.08,4.2,6.0,5.8,13.1,2.1,5,4,48,45.5,72.7,51.2,58.4,321.49,408.24,651.14,1114.16,101.21,2889.15,3169.44,815.8,9470.63,4249.45,0.2811,High
OT-02720,OrionTech,2025-03-21,3,Mar,Q1,2025,Operations,APAC,Telecom Platforms,Transformation,Strategic Accounts,67,50.58,24096.86,15710.96,8385.9,6.7,9.2,12.1,20.4,1.7,1,2,16,59.9,66.9,65.9,77.6,457.5,558.4,7380.94,1547.75,73.09,447.4,1476.21,178.49,12119.78,-3733.88,0.503,High
OT-01936,OrionTech,2025-03-21,3,Mar,Q1,2025,HR,Spain,Cloud & Data,Support,Mid-Market,42,39.76,14869.32,8017.36,6851.96,2.0,4.8,17.8,1.1,2.9,1,1,28,83.2,92.4,68.5,76.4,107.35,229.02,5350.42,65.6,98.01,288.05,352.89,102.87,6594.21,257.75,0.4435,High
OT-01941,OrionTech,2025-03-21,3,Mar,Q1,2025,Marketing,LATAM,Corporate Services,Client Delivery,Strategic Accounts,28,32.19,29380.64,20034.05,9346.59,2.4,8.8,3.1,1.5,0.7,3,0,23,63.7,79.0,63.3,71.8,104.3,339.93,502.94,72.43,19.15,821.2,0.0,147.81,2007.76,7338.83,0.0683,Low
OT-01076,OrionTech,2025-03-21,3,Mar,Q1,2025,IT,North America,Telecom Platforms,Transformation,Enterprise,38,63.7,35478.78,20462.14,15016.64,3.1,2.2,9.4,0.8,3.9,2,3,31,71.3,79.6,76.0,67.7,266.58,168.17,4095.66,76.44,211.17,1167.72,1660.16,311.71,7957.61,7059.03,0.2243,High
OT-00623,OrionTech,2025-03-22,3,Mar,Q1,2025,Marketing,LATAM,Cloud & Data,Client Delivery,SME,26,39.76,16234.92,11842.06,4392.86,5.1,0.9,14.8,8.0,3.1,2,3,30,56.7,71.3,67.2,75.6,273.75,42.94,2753.94,477.12,104.77,695.26,1478.5,284.07,6110.35,-1717.49,0.3764,High
OT-01850,OrionTech,2025-03-22,3,Mar,Q1,2025,Sales,Spain,Cybersecurity,Client Delivery,Enterprise,34,50.38,24238.56,19859.04,4379.52,7.0,2.8,11.6,5.2,3.3,4,2,9,69.2,72.5,77.3,67.0,476.09,169.28,3576.58,392.96,141.32,1326.05,714.06,76.81,6873.15,-2493.63,0.2836,High
OT-01637,OrionTech,2025-03-22,3,Mar,Q1,2025,Customer Support,Spain,Digital Services,Support,Enterprise,28,47.87,25925.03,15412.34,10512.69,3.2,3.4,9.7,43.1,6.8,4,6,10,35.1,68.6,50.0,70.1,206.8,195.31,2340.27,3094.8,276.69,1461.3,5005.06,170.87,12751.1,-2238.41,0.4918,High
OT-02596,OrionTech,2025-03-22,3,Mar,Q1,2025,Finance,Europe,Banking Solutions,Internal Operations,Mid-Market,57,45.86,43181.5,24542.75,18638.75,5.8,4.4,10.7,1.6,0.5,2,2,23,85.9,69.0,72.2,85.5,359.08,242.14,5034.6,110.06,19.49,1524.56,580.48,81.8,7952.21,10686.54,0.1842,High
OT-04379,OrionTech,2025-03-22,3,Mar,Q1,2025,Finance,Spain,Cloud & Data,Client Delivery,Mid-Market,41,56.14,33411.93,22374.05,11037.88,10.6,2.2,16.1,3.7,2.0,1,0,47,80.8,85.5,76.8,90.1,803.36,148.21,6670.44,311.58,95.44,692.61,0.0,278.63,9000.27,2037.61,0.2694,High
OT-00467,OrionTech,2025-03-22,3,Mar,Q1,2025,Operations,LATAM,Banking Solutions,Transformation,Mid-Market,20,30.55,22607.57,12010.68,10596.89,5.2,10.1,6.0,20.3,4.0,3,2,49,65.2,73.0,75.8,58.6,214.46,370.27,659.88,930.25,103.87,1318.92,1029.09,286.52,4913.26,5683.63,0.2173,High
OT-01078,OrionTech,2025-03-22,3,Mar,Q1,2025,Operations,Europe,Digital Services,Transformation,Enterprise,25,63.03,16435.67,8913.89,7521.78,4.7,5.5,10.6,1.8,2.7,5,3,51,47.9,71.7,73.8,74.9,399.93,416.0,3006.53,170.18,144.65,2044.66,2063.45,921.12,9166.52,-1644.74,0.5577,High
OT-00168,OrionTech,2025-03-22,3,Mar,Q1,2025,Legal & Compliance,Europe,Digital Services,Client Delivery,SME,5,51.57,12709.34,7455.4,5253.94,1.0,5.0,10.0,2.5,2.8,2,0,35,49.4,88.7,76.2,85.1,69.62,309.42,464.13,193.39,122.74,1723.21,0.0,502.32,3384.83,1869.11,0.2663,High
OT-00532,OrionTech,2025-03-22,3,Mar,Q1,2025,IT,North America,Digital Services,Client Delivery,Mid-Market,31,56.98,32356.92,19575.65,12781.27,2.6,1.8,9.0,1.0,2.8,4,2,35,48.6,86.3,79.6,64.4,200.0,123.08,2861.54,85.47,135.61,2411.67,1318.24,563.79,7699.4,5081.87,0.238,High
OT-04583,OrionTech,2025-03-22,3,Mar,Q1,2025,Marketing,LATAM,Banking Solutions,Client Delivery,Public Sector,32,39.22,29946.85,23411.96,6534.89,7.1,3.7,14.2,1.5,2.9,4,0,30,53.1,82.3,69.0,66.2,375.92,174.14,3207.88,88.24,96.68,1087.29,0.0,303.5,5333.65,1201.24,0.1781,Medium
OT-01596,OrionTech,2025-03-22,3,Mar,Q1,2025,Sales,Europe,Corporate Services,Internal Operations,Public Sector,23,47.32,38269.72,32135.48,6134.24,3.4,0.2,16.4,7.6,3.6,0,1,19,95.0,76.8,67.8,75.4,217.2,11.36,3212.84,539.45,144.8,0.0,463.31,24.72,4613.68,1520.56,0.1206,Medium
OT-04367,OrionTech,2025-03-22,3,Mar,Q1,2025,Sales,Spain,Cloud & Data,Client Delivery,Enterprise,60,56.09,83487.41,51599.93,31887.48,1.8,8.9,6.2,5.6,0.7,3,2,26,66.5,88.3,57.3,80.1,136.3,599.04,3755.79,471.16,33.37,995.44,711.33,268.7,6971.13,24916.35,0.0835,Low
OT-00041,OrionTech,2025-03-22,3,Mar,Q1,2025,Sales,LATAM,Corporate Services,Internal Operations,Mid-Market,43,52.28,32333.81,22522.1,9811.71,14.8,3.1,19.0,4.4,1.7,2,0,28,65.4,87.5,55.9,59.8,1044.55,194.48,7688.3,345.05,75.54,569.69,0.0,278.57,10196.18,-384.47,0.3153,High
OT-00187,OrionTech,2025-03-22,3,Mar,Q1,2025,Legal & Compliance,Spain,Telecom Platforms,Support,Mid-Market,42,43.16,19357.69,9569.13,9788.56,0.9,0.9,20.6,3.0,3.8,0,3,41,60.2,84.6,76.5,84.0,52.44,46.61,6721.57,194.22,139.41,0.0,2064.95,387.36,9606.56,182.0,0.4963,High
OT-03559,OrionTech,2025-03-23,3,Mar,Q1,2025,HR,Spain,Corporate Services,Compliance,Enterprise,22,43.02,17225.76,8699.72,8526.04,0.9,3.2,12.1,7.0,6.1,0,0,27,53.7,89.3,72.5,74.4,52.27,165.2,2061.35,451.71,223.06,0.0,0.0,295.79,3249.38,5276.66,0.1886,High
OT-03690,OrionTech,2025-03-23,3,Mar,Q1,2025,Sales,Spain,Cloud & Data,Client Delivery,Mid-Market,8,46.02,42640.72,28298.0,14342.72,1.0,2.4,10.2,2.9,0.2,4,0,7,67.4,79.9,82.0,74.6,62.13,132.54,675.94,200.19,7.82,1177.45,0.0,57.76,2313.83,12028.89,0.0543,Low
OT-00703,OrionTech,2025-03-23,3,Mar,Q1,2025,Sales,Europe,Banking Solutions,Internal Operations,Mid-Market,24,37.6,42515.67,27762.37,14753.3,2.3,3.4,12.5,12.7,1.2,1,0,16,59.9,88.7,66.4,71.1,116.75,153.41,2030.4,716.28,38.35,308.13,0.0,132.68,3496.0,11257.3,0.0822,Low
OT-02940,OrionTech,2025-03-23,3,Mar,Q1,2025,Controlling,APAC,Telecom Platforms,Support,Mid-Market,34,58.8,19899.16,11827.93,8071.23,8.3,2.2,8.8,5.8,0.3,0,0,29,61.1,75.5,69.6,79.0,658.85,155.23,3166.73,511.56,14.99,0.0,0.0,364.83,4872.19,3199.04,0.2448,High
OT-02297,OrionTech,2025-03-23,3,Mar,Q1,2025,Legal & Compliance,Europe,Cloud & Data,Commercial Growth,Enterprise,35,44.3,13685.18,8979.07,4706.11,5.7,1.1,19.0,14.1,4.3,2,1,18,42.8,75.1,60.4,73.8,340.89,58.48,5302.71,936.94,161.92,2052.22,530.47,250.86,9634.49,-4928.38,0.704,High
OT-02200,OrionTech,2025-03-23,3,Mar,Q1,2025,Legal & Compliance,LATAM,Telecom Platforms,Support,Enterprise,50,40.18,23299.31,13464.06,9835.25,10.8,1.2,9.9,15.9,1.6,0,0,43,49.5,80.0,72.7,68.1,585.82,57.86,3580.04,958.29,54.64,0.0,0.0,479.88,5716.53,4118.72,0.2454,High
OT-02328,OrionTech,2025-03-23,3,Mar,Q1,2025,Controlling,Spain,Corporate Services,Transformation,Enterprise,60,46.76,13168.21,5181.58,7986.63,1.9,2.2,13.5,1.5,0.9,1,1,10,52.4,81.8,63.0,86.9,119.94,123.45,6817.61,105.21,35.77,365.09,787.21,122.42,8476.7,-490.07,0.6437,High
OT-02534,OrionTech,2025-03-24,3,Mar,Q1,2025,Controlling,Spain,Banking Solutions,Compliance,Strategic Accounts,24,36.6,34079.28,17799.21,16280.07,5.9,4.0,13.2,10.7,4.7,0,2,17,50.9,77.8,76.4,81.5,291.52,175.68,2087.08,587.43,146.22,0.0,1834.83,168.03,5290.79,10989.28,0.1552,Medium
OT-03562,OrionTech,2025-03-24,3,Mar,Q1,2025,Operations,North America,Corporate Services,Support,SME,47,58.19,44024.66,28546.99,15477.67,9.8,12.9,5.3,3.2,11.0,1,0,15,79.4,69.4,58.1,55.0,769.85,900.78,2609.12,279.31,544.08,426.85,0.0,98.89,5628.88,9848.79,0.1279,Medium
OT-04682,OrionTech,2025-03-24,3,Mar,Q1,2025,HR,Europe,Cybersecurity,Internal Operations,Enterprise,5,49.17,38014.9,17876.67,20138.23,2.5,5.2,7.7,2.2,4.5,1,0,19,59.6,87.4,66.2,78.8,165.95,306.82,340.75,162.26,188.08,363.72,0.0,207.59,1735.17,18403.06,0.0456,Low
OT-00685,OrionTech,2025-03-24,3,Mar,Q1,2025,Operations,Spain,Banking Solutions,Commercial Growth,SME,25,41.28,26651.18,18967.52,7683.66,6.3,8.8,1.3,7.6,1.0,5,1,38,41.5,89.6,66.0,57.6,351.09,435.92,241.49,470.59,35.09,2617.12,671.28,504.71,5327.29,2356.37,0.1999,High
OT-04372,OrionTech,2025-03-24,3,Mar,Q1,2025,Marketing,Europe,Cloud & Data,Client Delivery,Enterprise,27,46.94,46013.6,31585.99,14427.61,5.0,3.9,13.8,2.9,4.1,2,1,41,33.3,77.4,80.0,57.9,316.85,219.68,3148.17,204.19,163.59,567.53,965.18,706.02,6291.21,8136.4,0.1367,Medium
OT-03049,OrionTech,2025-03-24,3,Mar,Q1,2025,IT,Spain,Cybersecurity,Client Delivery,SME,25,45.52,49309.01,35955.34,13353.67,11.2,14.9,2.0,11.3,4.7,3,3,21,71.2,87.7,62.4,54.2,688.26,813.9,409.68,771.56,181.85,1805.92,2336.15,151.42,7158.74,6194.93,0.1452,High
OT-00262,OrionTech,2025-03-24,3,Mar,Q1,2025,Controlling,LATAM,Corporate Services,Client Delivery,Enterprise,53,33.82,20256.06,9453.83,10802.23,2.5,4.8,9.4,4.4,1.1,0,1,30,45.0,78.7,75.0,90.8,114.14,194.8,3032.84,223.21,31.62,0.0,1008.62,306.92,4912.15,5890.08,0.2425,High
OT-01193,OrionTech,2025-03-24,3,Mar,Q1,2025,Marketing,LATAM,Corporate Services,Commercial Growth,Enterprise,42,36.11,18923.15,15073.31,3849.84,5.6,9.0,12.3,2.7,3.3,1,0,23,74.5,88.9,74.2,55.0,272.99,389.99,3357.8,146.25,101.29,261.13,0.0,116.48,4645.93,-796.09,0.2455,High
OT-04283,OrionTech,2025-03-24,3,Mar,Q1,2025,Legal & Compliance,LATAM,Telecom Platforms,Internal Operations,Public Sector,27,36.29,8291.71,5087.69,3204.02,1.5,1.6,18.3,2.2,0.8,2,1,43,68.2,82.1,70.5,69.0,73.49,69.68,3227.56,119.76,24.68,1795.68,798.23,272.93,6382.01,-3177.99,0.7697,High
OT-03517,OrionTech,2025-03-24,3,Mar,Q1,2025,HR,Spain,Telecom Platforms,Commercial Growth,Enterprise,36,43.2,35543.82,14854.0,20689.82,14.2,2.6,17.2,1.5,0.1,2,1,13,62.8,89.0,80.3,75.1,828.14,134.78,4814.9,97.2,3.67,582.35,504.8,114.9,7080.74,13609.08,0.1992,High
OT-03524,OrionTech,2025-03-24,3,Mar,Q1,2025,IT,Spain,Telecom Platforms,Client Delivery,Enterprise,24,50.7,42887.48,25260.4,17627.08,8.4,8.7,3.0,15.3,3.2,2,2,23,78.8,87.8,65.0,69.7,574.94,529.31,657.07,1163.56,137.9,1258.6,631.42,135.97,5088.77,12538.31,0.1187,Medium
OT-03180,OrionTech,2025-03-24,3,Mar,Q1,2025,IT,Spain,Cloud & Data,Commercial Growth,Enterprise,59,54.99,29151.73,23776.39,5375.34,9.2,7.8,9.3,0.3,4.9,7,1,56,64.9,74.5,67.9,62.1,682.98,514.71,5431.14,24.75,229.03,3681.68,404.52,594.49,11563.3,-6187.96,0.3967,High
OT-03257,OrionTech,2025-03-25,3,Mar,Q1,2025,Operations,North America,Telecom Platforms,Support,Enterprise,50,52.5,71111.04,54166.6,16944.44,8.5,2.9,0.0,3.7,6.1,1,1,39,55.2,68.6,70.3,64.0,602.44,182.7,0.0,291.38,272.21,442.53,725.72,504.5,3021.48,13922.96,0.0425,Medium
OT-01616,OrionTech,2025-03-25,3,Mar,Q1,2025,Legal & Compliance,Europe,Banking Solutions,Transformation,Enterprise,40,42.32,30919.72,17481.23,13438.49,1.5,8.1,3.1,2.8,1.6,3,0,25,55.3,81.3,81.4,73.7,85.7,411.35,944.58,177.74,57.56,2821.95,0.0,260.11,4758.99,8679.5,0.1539,Medium
OT-01032,OrionTech,2025-03-25,3,Mar,Q1,2025,Operations,Spain,Telecom Platforms,Support,Strategic Accounts,49,34.88,49093.05,39665.33,9427.72,2.4,2.1,13.8,1.8,0.4,3,3,43,31.4,64.0,70.4,61.2,113.01,87.9,4245.45,94.18,11.86,1164.92,1383.31,565.89,7666.52,1761.2,0.1562,Medium
OT-02450,OrionTech,2025-03-25,3,Mar,Q1,2025,Sales,Europe,Banking Solutions,Client Delivery,Public Sector,48,40.16,29894.37,16489.31,13405.06,4.4,4.4,13.4,3.9,3.2,4,1,12,50.2,73.8,61.5,63.2,238.55,212.04,4649.56,234.94,109.24,1226.63,508.52,132.0,7311.48,6093.58,0.2446,High
OT-00704,OrionTech,2025-03-25,3,Mar,Q1,2025,Legal & Compliance,LATAM,Corporate Services,Client Delivery,Strategic Accounts,47,35.71,15265.24,7040.34,8224.9,1.9,2.5,5.9,13.0,7.2,2,0,7,29.4,84.1,82.2,68.6,91.6,107.13,1782.43,696.34,218.55,1971.4,0.0,97.06,4964.51,3260.39,0.3252,High
OT-00908,OrionTech,2025-03-25,3,Mar,Q1,2025,Finance,Europe,Cloud & Data,Transformation,Public Sector,17,38.43,9553.78,6036.95,3516.83,3.4,5.3,0.6,2.7,2.5,4,2,33,48.5,55.4,74.4,77.2,176.39,244.41,70.56,155.64,81.66,2561.85,1299.15,359.21,4948.87,-1432.04,0.518,High
OT-02103,OrionTech,2025-03-25,3,Mar,Q1,2025,Customer Support,Europe,Banking Solutions,Compliance,Enterprise,35,39.41,21737.36,11774.48,9962.88,9.9,8.6,12.6,1.4,1.5,2,2,26,30.9,69.6,76.1,76.9,526.71,406.71,3128.37,82.76,50.25,706.98,1914.47,389.42,7205.67,2757.21,0.3315,High
OT-01433,OrionTech,2025-03-25,3,Mar,Q1,2025,Sales,Spain,Banking Solutions,Client Delivery,SME,36,52.26,28910.27,19317.59,9592.68,3.3,3.3,11.3,12.9,2.0,1,3,17,51.6,79.5,72.4,69.1,232.82,206.95,3826.69,1011.23,88.84,257.0,1083.18,236.5,6943.21,2649.47,0.2402,High
OT-02051,OrionTech,2025-03-25,3,Mar,Q1,2025,Sales,North America,Corporate Services,Support,Mid-Market,19,55.6,38183.21,25527.5,12655.71,3.0,1.6,13.2,22.7,2.5,1,2,31,34.5,81.4,57.0,74.1,225.18,106.75,2510.01,1893.18,118.15,280.97,749.47,620.93,6504.64,6151.07,0.1704,Medium
OT-02805,OrionTech,2025-03-25,3,Mar,Q1,2025,Operations,Spain,Digital Services,Transformation,Enterprise,50,45.5,64905.55,36081.62,28823.93,6.3,5.5,3.9,10.1,2.9,5,0,36,12.9,90.6,64.5,73.4,386.98,300.3,1597.05,689.32,112.16,1949.54,0.0,784.68,5820.03,23003.9,0.0897,Low
OT-03289,OrionTech,2025-03-26,3,Mar,Q1,2025,Operations,North America,Cybersecurity,Transformation,Strategic Accounts,42,74.74,22432.23,11591.91,10840.32,8.2,1.2,9.9,5.8,4.0,5,3,35,35.7,85.4,75.8,65.2,827.37,107.63,5593.84,650.24,254.12,2059.69,1876.5,925.11,12294.5,-1454.18,0.5481,High
OT-00411,OrionTech,2025-03-26,3,Mar,Q1,2025,Customer Support,Spain,Telecom Platforms,Client Delivery,Mid-Market,40,40.63,13268.4,9027.19,4241.21,10.1,4.1,13.3,6.9,4.6,6,0,15,34.6,69.5,77.8,61.8,553.99,199.9,3890.73,420.52,158.86,2214.13,0.0,219.22,7657.35,-3416.14,0.5771,High
OT-03761,OrionTech,2025-03-26,3,Mar,Q1,2025,IT,Spain,Corporate Services,Client Delivery,Public Sector,40,52.5,29075.84,26749.77,2326.07,4.0,0.8,5.3,3.6,3.1,6,3,26,61.8,78.8,82.1,85.1,283.5,50.4,2003.4,283.5,138.34,3776.3,1972.91,286.79,8795.14,-6469.07,0.3025,High
OT-03950,OrionTech,2025-03-26,3,Mar,Q1,2025,Customer Support,LATAM,Digital Services,Compliance,Mid-Market,37,49.25,30144.65,21143.7,9000.95,6.4,9.2,14.4,3.2,6.0,4,2,44,40.6,66.6,82.2,57.7,425.52,543.72,4723.27,236.4,251.17,1513.01,887.22,707.96,9288.27,-287.32,0.3081,High
OT-04634,OrionTech,2025-03-26,3,Mar,Q1,2025,Controlling,Spain,Cybersecurity,Support,SME,31,54.16,18591.4,8202.75,10388.65,1.3,1.1,10.8,0.9,0.6,0,0,4,62.7,74.7,83.9,85.2,95.05,71.49,3263.9,73.12,27.62,0.0,0.0,44.44,3575.62,6813.03,0.1923,High
OT-00259,OrionTech,2025-03-26,3,Mar,Q1,2025,Sales,Europe,Cloud & Data,Commercial Growth,Mid-Market,22,49.88,45597.58,30410.4,15187.18,2.7,1.3,22.9,3.9,6.8,1,2,9,55.7,82.9,71.8,70.2,181.81,77.81,4523.32,291.8,288.31,371.79,1294.17,109.38,7138.39,8048.79,0.1566,Medium
OT-03097,OrionTech,2025-03-26,3,Mar,Q1,2025,Controlling,Europe,Cybersecurity,Support,SME,30,53.45,24048.34,9347.74,14700.6,12.2,3.4,13.4,3.1,0.4,2,0,29,48.1,75.7,90.5,68.2,880.32,218.08,3867.64,248.54,18.17,650.63,0.0,442.46,6325.84,8374.76,0.263,High
OT-00544,OrionTech,2025-03-26,3,Mar,Q1,2025,HR,Spain,Telecom Platforms,Client Delivery,SME,64,43.61,12165.67,4884.52,7281.15,4.3,2.5,10.3,2.1,2.7,2,1,30,58.4,98.2,57.9,79.1,253.16,130.83,5174.59,137.37,100.08,577.1,407.84,299.34,7080.31,200.84,0.582,High
OT-02931,OrionTech,2025-03-26,3,Mar,Q1,2025,Finance,APAC,Cloud & Data,Commercial Growth,Strategic Accounts,34,37.76,8079.12,4438.58,3640.54,5.8,6.9,13.3,0.8,0.7,0,0,34,55.0,83.7,76.3,82.7,295.66,312.65,3073.51,45.31,22.47,0.0,0.0,317.75,4067.35,-426.81,0.5034,High
OT-03052,OrionTech,2025-03-26,3,Mar,Q1,2025,HR,Spain,Banking Solutions,Internal Operations,Mid-Market,32,49.03,8961.53,3435.31,5526.22,5.0,1.7,10.3,2.9,3.7,4,2,40,69.8,85.9,65.9,81.6,330.95,100.02,2908.85,213.28,154.2,1190.44,1295.2,325.76,6518.7,-992.48,0.7274,High
OT-03088,OrionTech,2025-03-27,3,Mar,Q1,2025,Operations,LATAM,Cybersecurity,Internal Operations,Mid-Market,31,39.14,16812.42,13446.16,3366.26,2.3,2.8,7.4,5.1,3.1,0,1,35,33.5,78.5,70.1,53.0,121.53,131.51,1616.17,299.42,103.13,0.0,268.05,501.04,3040.85,325.41,0.1809,High
OT-02032,OrionTech,2025-03-27,3,Mar,Q1,2025,IT,Spain,Corporate Services,Client Delivery,Strategic Accounts,18,60.16,31604.86,25136.89,6467.97,9.7,6.5,10.7,2.8,1.2,7,0,31,89.1,74.8,70.7,53.1,787.8,469.25,2085.63,252.67,61.36,3999.1,0.0,111.8,7767.61,-1299.64,0.2458,High
OT-02368,OrionTech,2025-03-27,3,Mar,Q1,2025,HR,Spain,Cloud & Data,Compliance,Mid-Market,48,59.1,29564.63,16302.76,13261.87,9.8,2.6,16.3,2.4,2.2,2,0,23,40.0,80.2,78.9,73.9,781.89,184.39,8323.17,212.76,110.52,636.21,0.0,448.57,10697.51,2564.36,0.3618,High
OT-02370,OrionTech,2025-03-27,3,Mar,Q1,2025,Operations,LATAM,Cybersecurity,Transformation,Enterprise,50,36.31,20968.83,15903.75,5065.08,7.8,8.1,1.5,2.1,0.4,2,4,32,45.7,84.6,66.1,56.6,382.34,352.93,490.18,114.38,12.35,935.63,1978.17,347.01,4612.99,452.09,0.22,High
OT-02248,OrionTech,2025-03-27,3,Mar,Q1,2025,Operations,LATAM,Cybersecurity,Transformation,Mid-Market,24,44.04,35947.57,25142.35,10805.22,9.3,0.1,9.5,2.8,2.6,3,1,35,52.5,74.6,81.3,68.2,552.92,5.28,1807.4,184.97,97.33,1547.62,324.49,402.69,4922.7,5882.52,0.1369,Medium
OT-03792,OrionTech,2025-03-27,3,Mar,Q1,2025,IT,Spain,Cybersecurity,Client Delivery,Strategic Accounts,26,50.36,28953.88,25571.85,3382.03,8.9,8.5,6.6,7.2,1.9,4,2,33,55.3,88.8,64.5,65.9,605.08,513.67,1555.52,543.89,81.33,2064.37,1030.9,408.57,6803.33,-3421.3,0.235,High
OT-03787,OrionTech,2025-03-27,3,Mar,Q1,2025,Operations,Europe,Digital Services,Internal Operations,Enterprise,51,55.59,19794.77,15653.34,4141.43,2.9,1.1,8.5,1.9,7.7,4,0,32,42.0,76.0,61.6,64.4,217.63,73.38,4337.69,158.43,363.84,1590.7,0.0,567.46,7309.13,-3167.7,0.3692,High
OT-02147,OrionTech,2025-03-27,3,Mar,Q1,2025,Operations,Europe,Cloud & Data,Client Delivery,SME,10,59.54,35605.4,19679.39,15926.01,2.3,2.0,21.1,4.5,7.2,4,1,19,35.8,82.3,69.1,57.6,184.87,142.9,2261.33,401.9,364.38,1751.75,751.17,399.45,6257.75,9668.26,0.1758,Medium
OT-02478,OrionTech,2025-03-27,3,Mar,Q1,2025,Customer Support,North America,Cybersecurity,Client Delivery,Strategic Accounts,44,51.03,29118.57,21974.93,7143.64,7.4,9.5,8.9,0.7,6.8,6,1,61,67.8,59.6,72.9,62.7,509.79,581.74,3597.0,53.58,294.95,2328.36,884.56,551.28,8801.26,-1657.62,0.3023,High
OT-04773,OrionTech,2025-03-27,3,Mar,Q1,2025,Controlling,LATAM,Corporate Services,Client Delivery,Mid-Market,22,28.09,19610.33,10927.85,8682.48,5.0,1.1,5.8,4.2,0.8,1,1,17,34.9,82.8,73.1,98.5,189.61,37.08,645.17,176.97,19.1,258.84,639.42,170.98,2137.17,6545.31,0.109,Medium
OT-00661,OrionTech,2025-03-27,3,Mar,Q1,2025,HR,North America,Cloud & Data,Compliance,Strategic Accounts,35,63.2,11159.69,5511.91,5647.78,0.9,0.8,10.5,2.3,4.4,2,0,20,50.1,78.6,75.2,78.6,76.79,60.67,4180.68,218.04,236.37,661.32,0.0,346.9,5780.77,-132.99,0.518,High
OT-03888,OrionTech,2025-03-27,3,Mar,Q1,2025,IT,LATAM,Cybersecurity,Client Delivery,Strategic Accounts,34,35.1,11882.22,7836.24,4045.98,11.7,4.9,8.0,9.8,3.2,4,4,36,61.2,59.3,58.7,58.7,554.4,206.39,1718.5,515.97,95.47,1854.02,2164.87,269.65,7379.27,-3333.29,0.621,High
OT-00761,OrionTech,2025-03-27,3,Mar,Q1,2025,Sales,Spain,Cybersecurity,Internal Operations,Strategic Accounts,34,42.84,65322.31,34958.45,30363.86,2.5,6.1,14.0,8.2,2.9,1,2,16,46.7,64.5,74.2,72.4,144.58,313.59,3670.53,526.93,105.6,347.67,941.53,200.94,6251.37,24112.49,0.0957,Medium
OT-00230,OrionTech,2025-03-27,3,Mar,Q1,2025,Customer Support,LATAM,Corporate Services,Transformation,Mid-Market,47,40.58,9050.05,6052.24,2997.81,3.3,5.5,11.0,4.9,1.9,2,3,36,38.6,64.0,66.0,59.1,180.78,267.83,3776.37,298.26,65.54,814.75,1010.78,493.34,6907.65,-3909.84,0.7633,High
OT-03196,OrionTech,2025-03-27,3,Mar,Q1,2025,HR,APAC,Cybersecurity,Internal Operations,Enterprise,13,43.54,19320.36,10721.09,8599.27,1.8,8.9,8.7,11.5,2.7,4,1,46,50.4,77.4,76.4,80.5,105.8,465.01,886.39,751.06,99.92,1033.61,583.13,546.37,4471.29,4127.98,0.2314,High
